id,embedding
S24_1937,"[-0.043036394, 0.13668884, -0.00019007566, 0.3525341, 0.15996978, 0.21705033, 0.03580062, -0.15004554, 0.12472213, -0.16755314, -0.06268157, 0.11567307, -0.19835009, -0.1973298, -0.3400726, 0.14129493, 0.07805575, -0.42585507, 0.0023222757, -0.041384563, 0.24561022, -0.05077983, 0.18167737, 0.2574279, -0.0120060295, -0.2769988, 0.058141977, -0.20664324, -0.023117293, -0.01652607, -0.090261415, -0.024532406]"
S24_2000,"[0.18251383, 0.19658604, -0.053289417, -0.23747793, -0.076761976, 0.22773243, 0.13681634, -0.058001474, 0.13684997, -0.008891942, 0.054842014, 0.22817418, -0.038478043, 0.015035511, 0.29869556, -0.008375374, 0.11805606, 0.5999443, 0.11090397, -0.0033013257, 0.15364283, -0.022612495, -0.089607246, -0.093720436, 0.074208185, 0.2460691, -0.09857754, -0.25543204, -0.031643514, -0.081844285, -0.21702613, 0.034121238]"
S24_2011,"[-0.14548926, 0.11603069, -0.21617708, 0.22076604, 0.05266898, 0.21014753, -0.1655049, -0.1816061, -0.111911796, -0.2040016, 0.010871067, 0.040122926, -0.044707794, -0.16226357, 0.1894509, 0.27684113, 0.06634699, -0.37519345, 0.020306753, 0.29926154, 0.118342556, -0.07082268, 0.16616245, 0.37570778, 0.090615205, 0.17365375, 0.06333667, -0.14552428, 0.16535081, 0.13940567, -0.044120263, -0.17508598]"
S24_2022,"[-0.14826967, 0.18039669, -0.054370657, -0.6230078, 0.20493612, 0.06334332, -0.08121292, 0.27660105, 0.08842923, -0.009371343, 0.026769072, 0.19453166, -0.2706422, 0.0070732734, 0.3018726, -0.07042275, 0.088600054, -0.14241382, -0.09378092, 0.11431674, 0.09108995, -0.1588676, -0.014729663, -0.052835174, -0.006583549, 0.21966332, -0.035924215, -0.07423426, 0.13389891, 0.0788725, -0.20676012, 0.02962078]"
S24_2300,"[-0.15658258, 0.1564376, -0.09584475, 0.31818378, -0.1165188, 0.006769489, -0.17096664, -0.2551222, -0.07340326, -0.13774623, -0.23296493, 0.091993995, 0.033558298, -0.17375109, 0.29984167, 0.14126302, -0.04270366, -0.15335217, -0.005531893, 0.3024811, 0.16313662, 0.19542891, 0.25154102, 0.1177196, 0.1372284, 0.36223757, -0.064479925, 0.09282917, 0.13102163, 0.10689876, 0.20581758, -0.10857696]"
S24_2360,"[-0.07287491, 0.05151306, 0.086046845, 0.09474325, -0.3506527, -0.12841241, -0.041360777, 0.041304305, 0.3463156, 0.052536603, -0.348412, 0.084542155, -0.08260647, -0.11575602, 0.064914, -0.14268331, 0.06816521, -0.27527913, 0.053907607, 0.09730775, 0.096148714, 0.35858953, 0.086786106, -0.34463942, 0.06799792, 0.21048306, -0.19115101, 0.10452977, 0.06529915, 0.07223483, 0.26464838, 0.0625389]"
S24_2766,"[-0.36113143, 0.112222835, -0.12363438, 0.18601161, 0.32308137, -0.007649001, -0.42957413, -0.045711525, -0.07021318, -0.11488976, -0.16909581, -0.00938585, 0.113176666, 0.00083989545, 0.36382267, 0.059636835, -0.13187407, 0.028106065, -0.11773266, 0.13511579, 0.086236894, 0.023537474, 0.13954064, -0.03368336, -0.0487685, 0.28893262, 0.11229422, 0.21347658, 0.25949672, 0.12569273, 0.1070797, -0.054367524]"
S24_2840,"[0.019604292, 0.29708102, -0.008687684, -0.2900872, 0.044920556, 0.14981452, 0.039598845, 0.12945105, 0.1637772, -0.08678572, -0.31110445, 0.27048078, -0.12818, -0.14429128, 0.35640618, 0.043833967, -0.035399623, 0.39046228, 0.046826683, 0.028943503, 0.18116347, -0.015747856, 0.08231558, -0.15935573, 0.09090947, 0.34396374, -0.09157445, -0.10436772, 0.011233882, -0.11457484, -0.18006648, -0.018245682]"
S24_2841,"[0.09100465, 0.071422264, 0.05027621, -0.08788621, 0.302181, 0.115629226, -0.16577038, -0.18812343, 0.20415151, 0.1386974, 0.38384864, 0.080141835, 0.058237065, 0.14575444, 0.29117423, -0.062086847, 0.22309065, 0.4433876, 0.21183033, 0.13024783, 0.13034837, -0.057537932, -0.16179141, -0.0270489, -0.011274067, 0.16945715, -0.08688879, -0.16580276, 0.058956783, -0.004151128, -0.2013378, 0.1324384]"
S24_2887,"[-0.13694163, -0.09876587, -0.11608344, 0.3150375, -0.23387751, -0.08659765, -0.3405752, -0.07301468, 0.09647872, 0.10716732, -0.112191536, -0.10982072, 0.16901965, 0.0189109, 0.27876395, 0.032129593, 0.11969207, -0.023876287, 0.17360395, 0.28338975, -0.07124227, 0.22158876, -0.02806367, -0.06875649, 0.09408982, 0.33626768, -0.102538034, 0.100841634, 0.25425315, 0.23811418, 0.26898092, 0.028252108]"
S24_2972,"[0.12543595, 0.123609535, -0.06884081, -0.0037069053, -0.53424, 0.17086072, 0.19249013, 0.047199056, 0.23722848, -0.059483007, -0.30556586, 0.10638714, -0.0069320123, -0.19107595, 0.29174033, 0.107958235, 0.08997935, 0.08280105, 0.1314516, 0.18315925, 0.05826192, 0.14020814, 0.034721892, -0.07201363, 0.11808298, 0.3724696, -0.07498693, -0.22767313, -0.03583088, -0.05305185, -0.025997741, -0.04883579]"
S24_3151,"[0.017326262, 0.2782259, 0.08501057, 0.24994482, -0.053379316, -0.051150054, -0.046066664, -0.09456634, 0.13632895, -0.29202583, 0.012364975, 0.19758354, -0.03875814, 0.15449107, 0.1637073, 0.0059587336, -0.25563022, 0.060923997, -0.058662366, -0.24581693, 0.37442926, 0.088371746, -0.23029129, -0.202252, -0.2646088, 0.027300874, 0.31370524, 0.17575021, -0.06405985, -0.23333381, 0.056802195, 0.06394267]"
S24_3191,"[-0.057405774, 0.10906433, -0.23905577, 0.3340887, -0.31957808, 0.3319911, -0.0025131141, -0.0909428, 0.25915474, -0.13256536, -0.093031, 0.18646081, -0.19012338, -0.07031387, -0.18607889, 0.020423817, 0.2547044, -0.18350299, 0.07492738, -0.090525076, 0.22297785, 0.18808968, 0.027468342, -0.047784667, 0.08121374, -0.0790158, -0.09011034, -0.29310647, 0.1881733, 0.20361535, 0.08214881, -0.012343148]"
S24_3371,"[0.2236108, 0.039358754, 0.20341669, 0.35436866, 0.040423304, -0.17741223, -0.0017563826, -0.21160528, -0.07283229, 0.06734818, -0.2707356, 0.06104095, 0.06070554, -0.21919717, -0.091399185, 0.13028383, -0.11590875, 0.31804472, 0.2703063, 0.09700396, 0.030513952, 0.16497637, 0.20386903, 0.045511328, 0.28744432, 0.05009502, -0.3115202, 0.16278557, -0.14268543, -0.15467642, 0.1251929, -0.046910252]"
S24_3420,"[-0.10673724, 0.3105295, 0.053313654, -0.015505586, 0.21793121, 0.078065895, -0.16481212, -0.045271274, 0.28975105, -0.15828301, -0.23281473, 0.18842371, 0.011750986, -0.044280153, 0.43781862, 0.01769879, -0.11210531, 0.23949642, 0.014519168, 0.0019057381, 0.3105425, 0.04222365, 0.009961739, -0.24838862, -0.12380046, 0.33817282, 0.12481497, 0.042818736, 0.06226586, -0.14327416, -0.1043659, 0.030490935]"
S24_3432,"[0.23017772, 0.16647547, -0.15083821, 0.0109321065, -0.22207548, 0.1787592, 0.15053838, 0.22540903, -0.22334422, -0.14379601, -0.15560956, 0.2634387, -0.27233368, -0.17626728, -0.16605948, 0.2870185, -0.045159828, 0.22017737, 0.17255491, -0.100987226, 0.07257653, -0.1600398, 0.010418708, 0.25730535, 0.27324504, -0.113141246, -0.13002302, -0.16901796, -0.043391395, -0.08029058, -0.14966723, -0.10474397]"
S24_3816,"[0.09160285, -0.060438253, 0.32495514, 0.2460983, 0.20875154, -0.3121143, -0.008467775, -0.13443515, -0.1086461, 0.037234485, -0.07831856, -0.15705884, 0.07897181, -0.1832033, -0.023461387, 0.17198354, -0.17171934, -0.36485183, 0.08876102, 0.3006802, -0.06551463, -0.02916007, 0.16679451, 0.31989658, 0.02930093, 0.017248288, 0.00539406, 0.21998659, -0.23858608, -0.20442551, 0.054803994, -0.035418045]"
S24_3856,"[0.05194293, 0.22512494, 0.13886578, -0.07444545, 0.21049426, -0.27440506, -0.13053706, -0.32795095, -0.18869355, -0.055601604, 0.267299, 0.3211184, -0.28886905, 0.085601814, 0.1413248, -0.060356285, -0.036976457, -0.13396128, 0.052925214, 0.14244531, 0.31625977, 0.12449589, 0.00347521, 0.10444407, 0.124920405, 0.11116014, -0.21775888, 0.2688998, 0.015011723, 0.045359317, 0.17283666, 0.035469655]"
S24_3949,"[0.027561102, 0.22031453, -0.14978905, 0.16663994, 0.103019945, 0.4133606, 0.015124327, -0.2515738, 0.17984177, -0.10657382, -0.037629172, 0.24865536, -0.114605315, -0.18344337, -0.026381955, 0.10584174, 0.21154137, 0.2917491, 0.12524772, 0.0065064533, 0.27889046, 0.024741141, 0.1856135, 0.079970084, 0.15966001, 0.023740882, -0.15354638, -0.3633565, 0.092433944, 0.051817924, -0.16739449, -0.06419893]"
S24_3969,"[-0.120906256, 0.18080556, -0.19815253, 0.10446928, 0.300835, 0.060265865, -0.2944583, 0.053573694, -0.23961498, -0.10390078, -0.10800877, 0.30278152, -0.34138393, -0.060692664, -0.2158204, 0.11905466, -0.0010075081, 0.08784711, 0.08565052, -0.12584257, 0.18584003, -0.06317968, 0.11320389, 0.13646325, 0.25348926, -0.15873061, -0.22391593, 0.0754081, 0.2645764, 0.2128088, 0.05222168, -0.046072908]"
S24_4048,"[0.07345889, 0.23935993, 0.049108446, -0.55429345, 0.08935468, 0.041236155, 0.12068874, 0.1049283, 0.010530407, 0.0047408785, 0.0010666472, 0.29111633, -0.31695926, -0.109955624, 0.3047544, 0.017126765, 0.09637199, 0.012296248, 0.021787837, 0.21198615, 0.14709076, -0.13173246, 0.06424756, 0.13363971, 0.13172741, 0.2707352, -0.16685246, -0.13602354, -0.043336168, -0.027654445, -0.21446806, 0.018246436]"
S24_4258,"[0.14154336, -0.00096202147, 0.12682183, 0.29507068, -0.26436588, -0.010737777, 0.17561115, -0.3543047, 0.11422833, 0.035825413, -0.11890663, -0.0065499526, 0.018602422, -0.28154963, -0.032663178, 0.11017269, 0.13451895, -0.28541613, 0.14983079, 0.3486757, 0.053245626, 0.19568901, 0.250764, 0.22608271, 0.17385292, 0.13956732, -0.18394396, -0.124949805, -0.13587745, -0.01568265, 0.104240276, -0.040871616]"
S24_4278,"[0.052328374, 0.14804903, 0.031293444, -0.28802726, -0.16161002, -0.10270779, 0.08586765, -0.26249525, -0.044198256, -0.027032595, 0.47142878, 0.20781998, -0.096256666, 0.27325982, 0.37209898, -0.22858255, 0.06826206, 0.011063957, -0.1406317, 0.10520013, 0.21985926, 0.14623891, -0.1804008, -0.07583142, -0.07716475, 0.24880676, -0.02143414, 0.06182719, -0.033503126, 0.038890153, 0.104030974, 0.0803388]"
S24_4620,"[-0.19006741, 0.136234, 0.11202835, 0.054264862, 0.11794325, -0.13729067, -0.24215609, 0.033896137, 0.16418606, -0.0504538, -0.31923965, 0.0051601753, 0.014199166, -0.17442961, 0.4053638, 0.08280239, -0.09334687, -0.34981477, 0.03223772, 0.33544275, 0.09470535, 0.09712272, 0.16791652, -0.044959284, 0.0023671128, 0.40611944, 0.0036246604, 0.18147765, 0.076447114, -0.030965235, 0.0724948, -0.028573459]"
S32_1268,"[-0.26029179, 0.10192672, -0.20794941, 0.060970653, 0.05970044, 0.08596821, -0.38745224, 0.19861515, 0.081338055, -0.111410625, -0.08765386, 0.051042, -0.15926722, -0.048566174, 0.2356199, 0.21391156, 0.092721425, -0.42075714, 0.090561345, 0.22370097, 0.09789192, -0.1301964, -0.061121926, 0.19938129, -0.01922053, 0.18575396, 0.12880608, -0.046380572, 0.31916562, 0.21283367, -0.030808795, -0.020746682]"
S32_1374,"[-0.0016727695, 0.15391079, 0.079398476, 0.3137284, -0.18670975, -0.25403443, -0.17636564, -0.15852758, -0.08595232, -0.14639297, -0.17274056, 0.08675865, 0.0060725794, -0.059381615, 0.33638367, 0.15344025, -0.19588397, -0.23256677, 0.09622077, 0.25326788, 0.16837223, 0.18432443, 0.00884771, 0.057862125, 0.054801617, 0.34423363, 0.011870825, 0.30175737, 0.009755674, -0.05733521, 0.24492486, -0.04268713]"
S32_2206,"[0.050883614, 0.16666241, 0.12877013, -0.015965635, -0.1335658, 0.072740056, 0.10344955, 0.19213527, 0.46281552, -0.14465623, 0.030970858, 0.11443195, -0.15456139, 0.097652175, 0.012850941, -0.06638207, -0.0060617854, -0.26810712, -0.009253794, -0.20373723, 0.2445151, -0.00492516, -0.2885495, -0.22690405, -0.30642903, -0.08489961, 0.2806865, -0.11327119, -0.10260271, -0.21272694, -0.12968153, 0.14657591]"
S32_2509,"[-0.045472633, 0.19964471, 0.15417597, 0.30111796, -0.009211399, -0.24090979, -0.19675715, -0.1641878, 0.16154939, -0.1243554, -0.023432434, 0.23829305, -0.23017359, 0.05279817, -0.05129382, -0.08508321, -0.08122067, -0.35636976, 0.047780886, -0.04613117, 0.3517514, 0.27842107, -0.053192336, -0.17868862, -0.024193065, -0.016680555, -0.06562601, 0.28874677, 0.051954806, -0.0010458761, 0.2862317, 0.0901007]"
S32_3207,"[-0.045247428, 0.025241619, -0.03782982, 0.2175157, 0.17104553, 0.12534267, -0.014138838, -0.12215798, -0.08112483, -0.12064621, 0.097448245, -0.0021302851, -0.15539736, -0.15289913, -0.23689908, 0.20612442, 0.08255499, -0.5740676, -0.0012378959, 0.1396125, 0.08836342, -0.16879381, 0.13574895, 0.45304608, 0.011866357, -0.20829584, 0.08199245, -0.16202557, -0.0034284394, 0.050132368, -0.11012707, -0.0686513]"
S32_3522,"[0.030345792, 0.16543496, 0.2039219, 0.47730163, -0.056578398, -0.2533568, -0.15119296, -0.2821067, 0.12765303, -0.12380971, -0.06441637, 0.14631273, -0.06079992, 0.005732877, 0.02447653, -0.0023939183, -0.1419409, -0.23018897, 0.100665785, 0.02656495, 0.30813396, 0.2969486, -0.020732734, -0.10932916, -0.024665862, 0.058028344, -0.021251513, 0.29556993, -0.03901976, -0.09761193, 0.29215175, 0.0573268]"
S32_4289,"[-0.25226656, 0.10638231, -0.32102585, 0.17563574, -0.052022975, 0.111673705, -0.3793421, 0.14431898, -0.14581095, -0.1287286, -0.21564136, 0.09872791, -0.110613845, -0.09772278, 0.19984132, 0.21419945, 0.026081767, -0.16426155, 0.04314605, 0.19592458, 0.040551823, -0.024608286, 0.09064149, 0.15262155, 0.18337072, 0.22796005, -0.052195165, 0.020947829, 0.35754701, 0.2707808, 0.08835986, -0.10078205]"
S32_4485,"[-0.08952378, -0.0051488094, 0.0011260976, -0.047272135, -0.18758188, 0.036181044, -0.07930915, 0.46150857, 0.27946755, -0.050042372, -0.36467093, -0.15144359, 0.07096331, -0.13278581, 0.27739218, 0.17971668, -0.07296518, -0.35107762, 0.08769905, 0.120147936, -0.09641516, -0.114123, -0.09913979, -0.0699071, -0.15542851, 0.21045382, 0.26780224, -0.046220087, 0.03307639, -0.123962715, -0.137845, -0.00116226]"
S50_1341,"[0.10502449, 0.0557804, 0.18420681, 0.14892839, 0.051449843, 0.030201966, 0.1742007, -0.34194726, 0.14652726, 0.055439066, -0.3202095, -0.043400537, 0.27528998, -0.2373083, 0.18890645, 0.006653548, -0.053123742, 0.4307665, 0.035609484, 0.13401583, 0.03861437, 0.14473704, 0.2925901, -0.08405113, 0.05343742, 0.26429668, -0.086357564, -0.04102912, -0.1962745, -0.19265682, -0.031146025, -0.030642118]"
S50_1392,"[0.11507526, 0.20754792, -0.13814995, 0.32218978, -0.3890133, 0.046087194, -0.20265926, 0.08012473, 0.16437833, -0.17621425, -0.030052075, 0.28829134, -0.24284275, 0.056259397, 0.1018588, 0.15977262, 0.048367996, -0.038194563, 0.32803753, -0.044394992, 0.27922708, 0.15022327, -0.28742126, -0.083916485, 0.110913366, 0.09597281, -0.06390182, -0.007143213, 0.18140869, 0.04587488, 0.12150047, 0.026987491]"
S50_1514,"[-0.09663512, -0.009630082, -0.086868495, -0.035820976, 0.081223175, -0.25600484, -0.27742642, 0.38482237, -0.338088, 0.025449054, -0.24945314, 0.10969812, -0.29073894, -0.058705874, -0.1723557, 0.102435075, -0.12627897, -0.13151784, 0.06468763, -0.024881938, -0.104447745, -0.08087735, 0.03252299, 0.08981095, 0.24622759, -0.09488956, -0.21383841, 0.30981594, 0.18267642, 0.17405485, 0.16033739, -0.04270608]"
S50_4713,"[0.20245841, 0.09164214, 0.110524036, 0.083397165, -0.3636031, -0.18079968, 0.085948534, -0.1515727, -0.0662225, -0.08190084, 0.11386677, 0.015757538, 0.1528189, 0.100722335, 0.49712998, 0.09312937, -0.15476164, 0.10850983, 0.07348882, 0.21392153, 0.08106432, 0.08279036, -0.2113953, 0.056408256, -0.07885732, 0.385295, 0.15521729, 0.13492015, -0.17068696, -0.20527674, 0.07579884, 0.019969672]"
S700_1138,"[0.10927605, 0.07807334, 0.12612307, -0.454418, -0.15609084, -0.14515615, 0.00714619, 0.23508807, 0.2013334, 0.14148556, -0.09448902, 0.09805311, -0.14723739, -0.03969801, 0.42222756, -0.010528431, 0.11189249, -0.06847548, 0.17188543, 0.30667287, -0.016935525, -0.033153247, -0.13640288, -0.04554019, 0.064515516, 0.410065, -0.13053705, -0.026797863, -0.019864012, -0.030667577, -0.10417401, 0.11376587]"
S700_1691,"[-0.036464524, 0.24333768, -0.15162268, 0.07141591, 0.17425546, 0.2474683, -0.1302865, -0.29214796, -0.055240802, -0.122728735, 0.06266418, 0.2071151, -0.009226009, -0.091882624, 0.3701947, 0.1599864, 0.08197792, 0.33904326, 0.06840452, 0.22284947, 0.23931387, -0.03691219, 0.14067388, 0.20132574, 0.12996337, 0.31389296, -0.059786633, -0.1675125, 0.120357186, 0.054828517, -0.123580426, -0.080915645]"
S700_1938,"[0.2955621, -0.0018352674, 0.10889534, 0.041700628, -0.24075523, -0.23917595, -0.023990808, 0.01137545, -0.16642687, 0.02413343, 0.08108582, -0.028778404, 0.042070158, -0.020765688, 0.35962802, 0.2737975, -0.076868236, -0.021667382, 0.31830347, 0.3613684, -0.070333675, -0.08819507, -0.21167184, 0.29547235, 0.11975934, 0.30866146, -0.015876848, 0.09947773, -0.12536523, -0.14713545, -0.024391837, -0.012188012]"
S700_2047,"[-0.06832277, 0.17658453, 0.15750611, -0.06835233, -0.1551538, -0.32555503, -0.105025835, 0.018297426, 0.012254569, -0.03667158, -0.2668042, 0.1680638, -0.14943491, -0.084303655, 0.32829243, -0.020650385, -0.14014617, -0.2723249, -0.009656037, 0.25121865, 0.15232319, 0.20585172, 0.08207339, -0.07801159, 0.062652595, 0.37293595, -0.09936568, 0.3197445, 0.0031682027, -0.016781487, 0.24975502, 0.038597196]"
S700_2466,"[-0.32112175, 0.14668642, -0.082046494, 0.24731588, 0.20538753, 0.053837314, -0.351355, -0.14561057, 0.11736447, -0.13655554, -0.19122021, 0.012187543, 0.057318993, -0.10472545, 0.32952136, 0.08294018, -0.018100824, -0.29670513, -0.054412864, 0.2502452, 0.16701144, 0.099293806, 0.1887055, 0.0024145653, -0.029282134, 0.31722394, 0.06778825, 0.08114179, 0.22734684, 0.12098557, 0.08740514, -0.07025649]"
S700_2610,"[-0.10229928, 0.21197401, 0.060676813, 0.01379751, -0.11951833, -0.08384742, -0.15491913, 0.005486459, 0.26588705, -0.0007946603, -0.41160533, 0.23397785, -0.14661692, -0.16255322, 0.21863413, -0.068815306, 0.015653174, -0.015817758, 0.083596, 0.12509018, 0.21174072, 0.27358705, 0.15406711, -0.29144448, 0.13640423, 0.33159038, -0.23034993, 0.124931276, 0.1293713, 0.054430142, 0.17002764, 0.05233806]"
S700_2824,"[-0.13595873, 0.2402249, 0.11166419, 0.14837632, 0.28536546, 0.051583964, -0.27958593, -0.11569569, 0.4403837, -0.10415008, -0.041549474, 0.10701881, 0.018944131, 0.010371816, 0.39374146, -0.008610715, 0.009931481, -0.0888194, 0.09609523, 0.104048125, 0.32380834, 0.08549282, -0.052823424, -0.20880319, -0.17562886, 0.2800321, 0.12307099, 0.018486576, 0.0969579, -0.09347957, -0.07271073, 0.07322432]"
S700_2834,"[-0.03263368, 0.2381439, 0.07188224, 0.38959247, 0.45998204, 0.06465745, -0.2834507, -0.4087474, 0.10528536, -0.119071856, 0.123915985, 0.196725, -0.07033199, -0.048331615, 0.06478886, 0.107736975, 0.032205936, 0.044769656, 0.16389005, 0.09512147, 0.37345016, 0.04570099, 0.090521716, 0.13150105, 0.038712543, 0.029148681, -0.057747483, 0.009996228, 0.08103508, -0.02146292, -0.028991645, 0.0065738563]"
S700_3167,"[0.21453473, 0.08604388, 0.13353577, 0.23378491, 0.21971841, -0.104391515, -0.04839315, -0.06519178, -0.25059202, -0.05233774, -0.23522754, 0.040346958, 0.026072208, -0.2431914, 0.02103124, 0.33219767, -0.21143611, 0.24949627, 0.26737398, 0.15010013, -0.011906779, -0.11215754, 0.15833987, 0.28863704, 0.25320697, 0.0671189, -0.14053822, 0.11868432, -0.14209254, -0.22016118, -0.08566132, -0.12112926]"
S700_3505,"[0.05981349, 0.257413, -0.14778122, -0.034500748, -0.3105759, 0.04807887, 0.10750176, -0.12759091, -0.13743754, -0.204456, 0.16189371, 0.3574946, -0.16724384, 0.20334537, 0.0709922, -0.1066554, -0.09530295, 0.39943144, -0.14204873, -0.2994812, 0.32235736, 0.12171237, -0.17366405, -0.16263872, -0.037356947, -0.0010430653, 0.05678912, 0.05954512, 0.030264309, 0.0052674827, 0.123854145, 0.0424662]"
S700_3962,"[0.12490598, 0.10043886, 0.025618872, -0.0070808083, -0.083277665, 0.28376022, 0.10974976, 0.12978974, 0.4718606, 0.01849869, -0.30166352, 0.065965354, -0.09057373, -0.27280658, 0.06018668, 0.1432761, 0.22728989, -0.030924516, 0.2578456, 0.12876213, 0.072482966, -0.06480401, 0.043926015, -0.001302563, 0.06846623, 0.12558758, -0.07060156, -0.40362555, -0.03372646, -0.08911241, -0.2947866, 0.027075727]"
S700_4002,"[-0.0015464991, 0.2022583, 0.009622184, 0.16787595, 0.10141631, 0.0736543, 0.04755369, 0.016877092, -0.10062989, -0.2658389, -0.26668638, 0.14196613, -0.22083691, -0.29817232, -0.11979698, 0.30339402, -0.14912616, -0.43437713, 0.011017125, 0.062149677, 0.18408066, -0.123658374, 0.2214539, 0.32854632, 0.075271964, -0.082389906, 0.07261341, -0.028501935, -0.0740036, -0.12583447, -0.098960556, -0.16031058]"
S72_1253,"[-0.0048121526, 0.13028574, -0.13607863, 0.53488284, 0.11054011, 0.10425478, -0.37114272, -0.076301254, 0.013801878, -0.10048841, -0.22880763, 0.14037958, -0.06917434, -0.14114462, -0.041402377, 0.28358617, 0.019608013, 0.14643426, 0.3470757, 0.040076006, 0.16424404, 0.029320167, 0.036659293, 0.11518108, 0.22530508, 0.028998466, -0.14238843, 0.00070488476, 0.23005134, 0.08799143, 0.041514788, -0.043922618]"
S72_3212,"[-0.25605544, 0.04525334, 0.13514736, -0.35903853, 0.33052906, -0.21007465, -0.09598809, 0.30963227, -0.058122177, 0.0064603863, -0.3210903, -0.05458025, -0.017138349, -0.09174021, 0.20999487, -0.0673191, -0.24394286, -0.17789528, -0.25632873, 0.0702506, -0.093100175, -0.0851649, 0.19520548, -0.11867877, -0.085288644, 0.16900197, 0.076758124, 0.28517973, -0.014535866, -0.07691491, -0.0072319917, -0.027757322]"
